Comente,texto_sem_emojis,texto_sem_emojis_limpo
Essa financeira é uma grande um sete antes eu entrei em contato pra abrir uma conta vieram com uma desculpa sem pé e sem cabeça pra não abrir a minha conta até alegando que o meu CPF e o meu email era falso enfim agora que eu me aposentei o mesmo CPF e o email que eles alegaram que era falso eles não param de mandar mensagem pra mim dizendo que eu tenho um valor X pra tirar o empréstimo e outro valor Y pra tirar o cartão de crédito agora vocês me fala são ou não são um sete um estão doido pra arrancar um dinheiro no INSS no meu nome e outra não é só essa financeira tem outras que estão aplicando o mesmo golpe,Essa financeira é uma grande um sete antes eu entrei em contato pra abrir uma conta vieram com uma desculpa sem pé e sem cabeça pra não abrir a minha conta até alegando que o meu CPF e o meu email era falso enfim agora que eu me aposentei o mesmo CPF e o email que eles alegaram que era falso eles não param de mandar mensagem pra mim dizendo que eu tenho um valor X pra tirar o empréstimo e outro valor Y pra tirar o cartão de crédito agora vocês me fala são ou não são um sete um estão doido pra arrancar um dinheiro no INSS no meu nome e outra não é só essa financeira tem outras que estão aplicando o mesmo golpe,ssa financeira é uma grande um sete antes eu entrei em contato pra abrir uma conta vieram com uma desculpa sem pé e sem cabeça pra não abrir a minha conta até alegando que o meu e o meu email era falso enfim agora que eu me aposentei o mesmo e o email que eles alegaram que era falso eles não param de mandar mensagem pra mim dizendo que eu tenho um valor pra tirar o empréstimo e outro valor pra tirar o cartão de crédito agora vocês me fala são ou não são um sete um estão doido pra arrancar um dinheiro no no meu nome e outra não é só essa financeira tem outras que estão aplicando o mesmo golpe
@nubank eu tenho o email salvo que vocês mandaram pra mim oferecendo cartão de crédito e empréstimo é muito fácil por a culpa em outro a mesma desculpa que vocês estão tanto as outras financeira também estão tanto isso já é de esperar de todos vocês seus um sete um,@nubank eu tenho o email salvo que vocês mandaram pra mim oferecendo cartão de crédito e empréstimo é muito fácil por a culpa em outro a mesma desculpa que vocês estão tanto as outras financeira também estão tanto isso já é de esperar de todos vocês seus um sete um,nubank eu tenho o email salvo que vocês mandaram pra mim oferecendo cartão de crédito e empréstimo é muito fácil por a culpa em outro a mesma desculpa que vocês estão tanto as outras financeira também estão tanto isso já é de esperar de todos vocês seus um sete um
O melhor 💜🇧🇷,O melhor purple_heartBrazil,melhor purpleheartrazil
"Gostaria de aumentar limites,mais impossível","Gostaria de aumentar limites,mais impossível",ostaria de aumentar limitesmais impossível
Atendimento lixo. 55 minutos aguardando para um ser humano atender o telefone.,Atendimento lixo. 55 minutos aguardando para um ser humano atender o telefone.,tendimento lixo minutos aguardando para um ser humano atender o telefone
@lopeschampz @nubank desligaram a ligação quando bateu 1 hora,@lopeschampz @nubank desligaram a ligação quando bateu 1 hora,lopeschampz nubank desligaram a ligação quando bateu hora
"Tenho 💜💜, amo, muito seguro, nunca tive problemas!! parabéns 👏🏻👏🏻.","Tenho purple_heartpurple_heart, amo, muito seguro, nunca tive problemas!! parabéns clapping_hands_light_skin_toneclapping_hands_light_skin_tone.",enho purpleheartpurpleheart amo muito seguro nunca tive problemas parabéns clappinghandslightskintoneclappinghandslightskintone
@nubank já fiz isso! Mais de 7 vezes ! Cansei de ligar. Ser passado para inúmeros setores com atendentes totalmente despreparados ! Cada um fala algo diferente do outro ! Sem contar as vezes que desligam na sua cara! E não te ligam de volta !,@nubank já fiz isso! Mais de 7 vezes ! Cansei de ligar. Ser passado para inúmeros setores com atendentes totalmente despreparados ! Cada um fala algo diferente do outro ! Sem contar as vezes que desligam na sua cara! E não te ligam de volta !,nubank já fiz isso ais de vezes ansei de ligar er passado para inúmeros setores com atendentes totalmente despreparados ada um fala algo diferente do outro em contar as vezes que desligam na sua cara não te ligam de volta
@nubank já desisti! Mas ficarei um bom tempo aqui contando “verdades”,@nubank já desisti! Mas ficarei um bom tempo aqui contando “verdades”,nubank já desisti as ficarei um bom tempo aqui contando verdades
Parabéns nubank muito sucesso um abraço da empresa anjo da guarda SECOLO20,Parabéns nubank muito sucesso um abraço da empresa anjo da guarda SECOLO20,arabéns nubank muito sucesso um abraço da empresa anjo da guarda
"Está rolando uma pesquisa que você responde e ganha um valor , isso dá nubank é verdade?","Está rolando uma pesquisa que você responde e ganha um valor , isso dá nubank é verdade?",stá rolando uma pesquisa que você responde e ganha um valor isso dá nubank é verdade
🙌🙌🙌🙌💜,raising_handsraising_handsraising_handsraising_handspurple_heart,raisinghandsraisinghandsraisinghandsraisinghandspurpleheart
Olá meus queridos amigos e amigas sejam todos bem vindos ao universo empresa anjo da guarda secolo20 ❤️ ❤️❤️,Olá meus queridos amigos e amigas sejam todos bem vindos ao universo empresa anjo da guarda secolo20 red_heart red_heartred_heart,lá meus queridos amigos e amigas sejam todos bem vindos ao universo empresa anjo da guarda secolo redheart redheartredheart
@kauebrazil4 moço pegou seu dinheiro ?,@kauebrazil4 moço pegou seu dinheiro ?,kauebrazil moço pegou seu dinheiro
@nair.freiire moça cancela eles vão encerrar sua conta com seu dinheiro lá,@nair.freiire moça cancela eles vão encerrar sua conta com seu dinheiro lá,nairfreiire moça cancela eles vão encerrar sua conta com seu dinheiro lá
@leandroartdesign moça cancela eles vão encerrar sua conta com dinheiro lá,@leandroartdesign moça cancela eles vão encerrar sua conta com dinheiro lá,leandroartdesign moça cancela eles vão encerrar sua conta com dinheiro lá
@curydayane ate ele cancelar sua conta com seu dinheiro lá,@curydayane ate ele cancelar sua conta com seu dinheiro lá,curydayane ate ele cancelar sua conta com seu dinheiro lá
@bicho_do_mato0_  Até eles cancelar sua conta com seu dinheiro lá,@bicho_do_mato0_  Até eles cancelar sua conta com seu dinheiro lá,bichodomato té eles cancelar sua conta com seu dinheiro lá
@_paula_jayne ainda não,@_paula_jayne ainda não,paulajayne ainda não
"@lilliane_pires não é,  eles pedem que você pague 19,90 + 29,90 de um negócio lá anual, e que depois vc recebe o saldo, mas esses dois dinheiro que pagou. É mentira, um golpe!","@lilliane_pires não é,  eles pedem que você pague 19,90 + 29,90 de um negócio lá anual, e que depois vc recebe o saldo, mas esses dois dinheiro que pagou. É mentira, um golpe!",lillianepires não é eles pedem que você pague de um negócio lá anual e que depois vc recebe o saldo mas esses dois dinheiro que pagou É mentira um golpe
"@lilliane_pires quando você vai tentar fazer o pagamento pro link , a nubank mesmo avisa que é golpe e que já foi denúnciado várias vezes!","@lilliane_pires quando você vai tentar fazer o pagamento pro link , a nubank mesmo avisa que é golpe e que já foi denúnciado várias vezes!",lillianepires quando você vai tentar fazer o pagamento pro link a nubank mesmo avisa que é golpe e que já foi denúnciado várias vezes
Parabéns a nubank também sou cliente no meio de milhões satisfeitos 😃👏👏👏👏👏,Parabéns a nubank também sou cliente no meio de milhões satisfeitos grinning_face_with_big_eyesclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands,arabéns a nubank também sou cliente no meio de milhões satisfeitos grinningfacewithbigeyesclappinghandsclappinghandsclappinghandsclappinghandsclappinghands
"O atendimento é péssimo. Se precisar de qualquer coisa, nunca respondem, não dão a mínima atenção ao cliente.","O atendimento é péssimo. Se precisar de qualquer coisa, nunca respondem, não dão a mínima atenção ao cliente.",atendimento é péssimo e precisar de qualquer coisa nunca respondem não dão a mínima atenção ao cliente
"@nubank eu o banco porque sou  vendedor da yakult e precisava de um novo pix  e escolhi vocês, a minha vida ficou ate mas fácil não preciso enfrentar filas, atendimento é excelente via aplicativo e parabéns para esta equipe nubank que agente não ver,mas estão sempre presente obrigado 😉👍","@nubank eu o banco porque sou  vendedor da yakult e precisava de um novo pix  e escolhi vocês, a minha vida ficou ate mas fácil não preciso enfrentar filas, atendimento é excelente via aplicativo e parabéns para esta equipe nubank que agente não ver,mas estão sempre presente obrigado winking_facethumbs_up",nubank eu o banco porque sou vendedor da yakult e precisava de um novo pix e escolhi vocês a minha vida ficou ate mas fácil não preciso enfrentar filas atendimento é excelente via aplicativo e parabéns para esta equipe nubank que agente não vermas estão sempre presente obrigado winkingfacethumbsup
"Gente, como pode. O cliente precisar alterar a senha do cartão é não poder. Como pode? Nubank já foi melhor e principalmente em questão de segurança","Gente, como pode. O cliente precisar alterar a senha do cartão é não poder. Como pode? Nubank já foi melhor e principalmente em questão de segurança",ente como pode cliente precisar alterar a senha do cartão é não poder omo pode ubank já foi melhor e principalmente em questão de segurança
"@nubank já entrei em contato várias vezes pelo telefone e não resolvem, já mandei e-mail no “me ajuda” já até deixei uma reclamação na ouvidoria.
Até agora nenhuma solução.","@nubank já entrei em contato várias vezes pelo telefone e não resolvem, já mandei e-mail no “me ajuda” já até deixei uma reclamação na ouvidoria.
Até agora nenhuma solução.",nubank já entrei em contato várias vezes pelo telefone e não resolvem já mandei email no me ajuda já até deixei uma reclamação na ouvidoria té agora nenhuma solução
"@viktoor_gabriel é verdade, aconteceu com meu esposo, o dinheiro de fazer o parto do meu filho estava lá e a conta dele foi bloqueada com o saldo dentro, nunca conseguimos entrar no aplicativo e a nubank fica apenas dando prazos que não são cumprindos. Já estou no puerperio, meu bebê vai fazer um mês e nada do dinheiro. Desestabilizou a reta final da minha gravidez. Nem guarda roupa meu filho tem porque seria comprado com o dinheiro que está lá.","@viktoor_gabriel é verdade, aconteceu com meu esposo, o dinheiro de fazer o parto do meu filho estava lá e a conta dele foi bloqueada com o saldo dentro, nunca conseguimos entrar no aplicativo e a nubank fica apenas dando prazos que não são cumprindos. Já estou no puerperio, meu bebê vai fazer um mês e nada do dinheiro. Desestabilizou a reta final da minha gravidez. Nem guarda roupa meu filho tem porque seria comprado com o dinheiro que está lá.",viktoorgabriel é verdade aconteceu com meu esposo o dinheiro de fazer o parto do meu filho estava lá e a conta dele foi bloqueada com o saldo dentro nunca conseguimos entrar no aplicativo e a nubank fica apenas dando prazos que não são cumprindos á estou no puerperio meu bebê vai fazer um mês e nada do dinheiro esestabilizou a reta final da minha gravidez em guarda roupa meu filho tem porque seria comprado com o dinheiro que está lá
"@kauebrazil4 e não vão devolver nem tão cedo, já estou a dois meses na luta","@kauebrazil4 e não vão devolver nem tão cedo, já estou a dois meses na luta",kauebrazil e não vão devolver nem tão cedo já estou a dois meses na luta
@_paula_jayne aqui já estou a dois meses e eles não devolvem,@_paula_jayne aqui já estou a dois meses e eles não devolvem,paulajayne aqui já estou a dois meses e eles não devolvem
@viktoor_gabriel hj fui abrir pra retirar meu dinheiro e ñ consigo abrir meu app 😡🤦‍♀️,@viktoor_gabriel hj fui abrir pra retirar meu dinheiro e ñ consigo abrir meu app enraged_facewoman_facepalming,viktoorgabriel hj fui abrir pra retirar meu dinheiro e consigo abrir meu app enragedfacewomanfacepalming
E o boato que o banco central vai mandar fechar o nubank? 😮,E o boato que o banco central vai mandar fechar o nubank? face_with_open_mouth,o boato que o banco central vai mandar fechar o nubank facewithopenmouth
Não façam o seguro da nubenk eles não pagam,Não façam o seguro da nubenk eles não pagam,ão façam o seguro da nubenk eles não pagam
👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,clapping_hands_light_skin_toneclapping_hands_light_skin_toneclapping_hands_light_skin_toneclapping_hands_light_skin_toneclapping_hands_light_skin_toneclapping_hands_light_skin_tone,clappinghandslightskintoneclappinghandslightskintoneclappinghandslightskintoneclappinghandslightskintoneclappinghandslightskintoneclappinghandslightskintone
Melhor banco pra mim 💜,Melhor banco pra mim purple_heart,elhor banco pra mim purpleheart
Não respondem no chat por nada ! Mandei varias mensagens relatando um erro no aplicativo E ZERO RETORNO ! Atendimento HORRÍVEL,Não respondem no chat por nada ! Mandei varias mensagens relatando um erro no aplicativo E ZERO RETORNO ! Atendimento HORRÍVEL,ão respondem no chat por nada andei varias mensagens relatando um erro no aplicativo tendimento Í
Meus u,Meus u,eus u
💜💜💜,purple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheart
Nubank cada vez melhor! Só gratidão💜💜,Nubank cada vez melhor! Só gratidãopurple_heartpurple_heart,ubank cada vez melhor ó gratidãopurpleheartpurpleheart
@nubank Falo saque aniversário que é com garantia,@nubank Falo saque aniversário que é com garantia,nubank alo saque aniversário que é com garantia
"@nubank corre aqui! Da uma ajudinha no limite lá baby, concentrei tudo em vocês, ajuda o papi❤️","@nubank corre aqui! Da uma ajudinha no limite lá baby, concentrei tudo em vocês, ajuda o papired_heart",nubank corre aqui a uma ajudinha no limite lá baby concentrei tudo em vocês ajuda o papiredheart
"tao oferecendo dinheiro no nubank, 473 reais, são vocês?","tao oferecendo dinheiro no nubank, 473 reais, são vocês?",tao oferecendo dinheiro no nubank reais são vocês
"Meses sem receber o limite adicional pix sem funcionar limite que nunca sobe mesmo estando em dia com o cartão, anos usando 400$ de limite as vezes libera o adicional vc paga eles tira o adicional por meses vai manda msg e sempre um robô que responde, FGTS liberado e no app deles não libera enfim nubank virou uma porcaria!","Meses sem receber o limite adicional pix sem funcionar limite que nunca sobe mesmo estando em dia com o cartão, anos usando 400$ de limite as vezes libera o adicional vc paga eles tira o adicional por meses vai manda msg e sempre um robô que responde, FGTS liberado e no app deles não libera enfim nubank virou uma porcaria!",eses sem receber o limite adicional pix sem funcionar limite que nunca sobe mesmo estando em dia com o cartão anos usando de limite as vezes libera o adicional vc paga eles tira o adicional por meses vai manda msg e sempre um robô que responde liberado e no app deles não libera enfim nubank virou uma porcaria
