Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en,texto_final_en_limpo,Tokens_lematizados_texto_final_en,Tokens_lematizados_sem_stopwords_texto_final_en,texto_final_en_processado_spacy
"Porque não Nubank? 
Por ser uma empresa que age na surdina.
Nucoins foi criado, de uma forma onde você comprava, adquiria em compras , e vendia também.
Agora veja bem, eu pago imposto sobre essa movimentação. Mas ok, estou cheio de nucoins, hora de resgatar. “Sr mudamos os nucoins, o Sr não pode mais converter e ter o seu dinheiro de volta”.
Moral da história, um banco no qual todos nós não podemos confiar. Diga não ao Nubank.","Porque não Nubank? 
Por ser uma empresa que age na surdina.
Nucoins foi criado, de uma forma onde você comprava, adquiria em compras , e vendia também.
Agora veja bem, eu pago imposto sobre essa movimentação. Mas ok, estou cheio de nucoins, hora de resgatar. “Sr mudamos os nucoins, o Sr não pode mais converter e ter o seu dinheiro de volta”.
Moral da história, um banco no qual todos nós não podemos confiar. Diga não ao Nubank.",orque não ubank or ser uma empresa que age na surdina ucoins foi criado de uma forma onde você comprava adquiria em compras e vendia também gora veja bem eu pago imposto sobre essa movimentação as ok estou cheio de nucoins hora de resgatar r mudamos os nucoins o r não pode mais converter e ter o seu dinheiro de volta oral da história um banco no qual todos nós não podemos confiar iga não ao ubank,Orque not ubank or being a company that acts on Surdina Ucoins was created in a way where you bought purchased and sold also GORA see I pay tax on this movement Ok I'm full of nucuin time to rescue r we change the r can no longer convert and have your money back from the story in which we all can not trust Iga no to UBANK,orque not ubank or being a company that acts on surdina ucoins was created in a way where you bought purchased and sold also gora see i pay tax on this movement ok im full of nucuin time to rescue r we change the r can no longer convert and have your money back from the story in which we all can not trust iga no to ubank,"['orque', 'not', 'ubank', 'or', 'be', 'a', 'company', 'that', 'act', 'on', 'surdina', 'ucoin', 'be', 'create', 'in', 'a', 'way', 'where', 'you', 'buy', 'purchase', 'and', 'sell', 'also', 'gora', 'see', 'I', 'pay', 'tax', 'on', 'this', 'movement', 'ok', 'I', 'm', 'full', 'of', 'nucuin', 'time', 'to', 'rescue', 'r', 'we', 'change', 'the', 'r', 'can', 'no', 'long', 'convert', 'and', 'have', 'your', 'money', 'back', 'from', 'the', 'story', 'in', 'which', 'we', 'all', 'can', 'not', 'trust', 'iga', 'no', 'to', 'ubank']","['orque', 'ubank', 'company', 'act', 'surdina', 'ucoin', 'create', 'way', 'buy', 'purchase', 'sell', 'also', 'gora', 'see', 'I', 'pay', 'tax', 'movement', 'ok', 'I', 'full', 'nucuin', 'time', 'rescue', 'r', 'change', 'r', 'long', 'convert', 'money', 'back', 'story', 'trust', 'iga', 'ubank']",orque ubank company act surdina ucoin create way buy purchase sell also gora see I pay tax movement ok I full nucuin time rescue r change r long convert money back story trust iga ubank
😂😂😂😂😂,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,['facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy'],['facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy'],facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
Eu sendo mãe nova flando q nem uma Avó de 80 anos parece ate vivida😂,Eu sendo mãe nova flando q nem uma Avó de 80 anos parece ate vividaface_with_tears_of_joy,u sendo mãe nova flando q nem uma vó de anos parece ate vividafacewithtearsofjoy,u being new mother flanding that not a grandmother of years seems until she live,u being new mother flanding that not a grandmother of years seems until she live,"['u', 'be', 'new', 'mother', 'flande', 'that', 'not', 'a', 'grandmother', 'of', 'year', 'seem', 'until', 'she', 'live']","['u', 'new', 'mother', 'flande', 'grandmother', 'year', 'seem', 'live']",u new mother flande grandmother year seem live
"MEU PAI TEVE AS CONTAS CANCELADAS E BLOQUEADAS PELO BANCO.

NÃO PODEMOS ESPERAR. PRECISAMOS DO VALOR QUE ESTÁ NA CONTA URGENTE

APÓS RECEBER UM PAGAMENTO DO CLIENTE NA CONTA PESSOA JURÍDICA, FEX DOIS PAGAMENTOS ATRAVÉS DE BOLETO DO DDA.

EFETUOU OS PAGAMENTOS E LOGO APÓS TENTAR REALIZAR UM PIX FOI INFORMADO QUE A CONTA ESTAVA BLOQUEADA PARA ANÁLISE.

LOGO EM SEGUIDA RECEBEU O COMUNICADO DE QUE HAVIAM CANCELADO AS CONTAS COM O VALOR PRESO NA CONTA DE PESSOA JURÍDICA NO CNPJ

PRECISANDO PAGAR CONTAS E FORNECEDORES E VOCÊS COM VALOR RETIDO ME INFORMANDO TANTO NO CHAT QUANTO NO TELEFONE QUE PRECISA AGUARDAR UM PRAZO QUE EU NÃO POSSO ESPERAR POIS TENHO UM VIDA JURÍDICA QUE DEPENDE DESSE VALOR. 

PRECISAMOS DA LIBERAÇÃO DO VALOR RETIDO NA CONTA DO NUBANK.

VOCÊS ESTÃO COM UM DINHEIRO QUE NÃO É DE VOCÊS. APROPRIAÇÃO INDEVIDA.","MEU PAI TEVE AS CONTAS CANCELADAS E BLOQUEADAS PELO BANCO.

NÃO PODEMOS ESPERAR. PRECISAMOS DO VALOR QUE ESTÁ NA CONTA URGENTE

APÓS RECEBER UM PAGAMENTO DO CLIENTE NA CONTA PESSOA JURÍDICA, FEX DOIS PAGAMENTOS ATRAVÉS DE BOLETO DO DDA.

EFETUOU OS PAGAMENTOS E LOGO APÓS TENTAR REALIZAR UM PIX FOI INFORMADO QUE A CONTA ESTAVA BLOQUEADA PARA ANÁLISE.

LOGO EM SEGUIDA RECEBEU O COMUNICADO DE QUE HAVIAM CANCELADO AS CONTAS COM O VALOR PRESO NA CONTA DE PESSOA JURÍDICA NO CNPJ

PRECISANDO PAGAR CONTAS E FORNECEDORES E VOCÊS COM VALOR RETIDO ME INFORMANDO TANTO NO CHAT QUANTO NO TELEFONE QUE PRECISA AGUARDAR UM PRAZO QUE EU NÃO POSSO ESPERAR POIS TENHO UM VIDA JURÍDICA QUE DEPENDE DESSE VALOR. 

PRECISAMOS DA LIBERAÇÃO DO VALOR RETIDO NA CONTA DO NUBANK.

VOCÊS ESTÃO COM UM DINHEIRO QUE NÃO É DE VOCÊS. APROPRIAÇÃO INDEVIDA.",Ã Á Ó Í É Ó Á Í Ê Ã Í ÇÃ Ê Ã Ã É Ê ÇÃ,Ã á á É á á á ê ã í çã ê ã ã é ê çã,,[],[],
Minha mãe 🤣🤣🤣,Minha mãe rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,inha mãe rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,inha mãe rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,inha me rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,"['inha', 'I', 'rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughe']","['inha', 'I', 'rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughe']",inha I rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughe
"@nubank apropriação de dinheiro alheio é crime
Cadê meu dinheiro 
Vcs vão arcar com isso
#faltaderespeto","@nubank apropriação de dinheiro alheio é crime
Cadê meu dinheiro 
Vcs vão arcar com isso
#faltaderespeto",nubank apropriação de dinheiro alheio é crime adê meu dinheiro cs vão arcar com isso faltaderespeto,Nubank appropriation of money from others is a crime Adê my money cs will bear this lack of reputation,nubank appropriation of money from others is a crime ad my money cs will bear this lack of reputation,"['nubank', 'appropriation', 'of', 'money', 'from', 'other', 'be', 'a', 'crime', 'ad', 'my', 'money', 'cs', 'will', 'bear', 'this', 'lack', 'of', 'reputation']","['nubank', 'appropriation', 'money', 'crime', 'ad', 'money', 'cs', 'bear', 'lack', 'reputation']",nubank appropriation money crime ad money cs bear lack reputation
Essa mãe sou eu 🙌👏👏😍 faço amizade fácil!!,Essa mãe sou eu raising_handsclapping_handsclapping_handssmiling_face_with_heart-eyes faço amizade fácil!!,ssa mãe sou eu raisinghandsclappinghandsclappinghandssmilingfacewithhearteyes faço amizade fácil,ssa mother i am raisinghandsclappetinghandsclappingindssmilingfacewithyhearteyes I make easy friendship,ssa mother i am raisinghandsclappetinghandsclappingindssmilingfacewithyhearteyes i make easy friendship,"['ssa', 'mother', 'I', 'be', 'raisinghandsclappetinghandsclappingindssmilingfacewithyhearteye', 'I', 'make', 'easy', 'friendship']","['ssa', 'mother', 'I', 'raisinghandsclappetinghandsclappingindssmilingfacewithyhearteye', 'I', 'make', 'easy', 'friendship']",ssa mother I raisinghandsclappetinghandsclappingindssmilingfacewithyhearteye I make easy friendship
NUBANK cancelou a minha conta e está com o dinheiro preso faz 1 semana. Vai ficar assim até quando?,NUBANK cancelou a minha conta e está com o dinheiro preso faz 1 semana. Vai ficar assim até quando?,cancelou a minha conta e está com o dinheiro preso faz semana ai ficar assim até quando,canceled my account and has the money arrested a week ago stay like this until when,canceled my account and has the money arrested a week ago stay like this until when,"['cancel', 'my', 'account', 'and', 'have', 'the', 'money', 'arrest', 'a', 'week', 'ago', 'stay', 'like', 'this', 'until', 'when']","['cancel', 'account', 'money', 'arrest', 'week', 'ago', 'stay', 'like']",cancel account money arrest week ago stay like
Nunca abram conta nesse banco,Nunca abram conta nesse banco,unca abram conta nesse banco,UNCA Open this bank,unca open this bank,"['unca', 'open', 'this', 'bank']","['unca', 'open', 'bank']",unca open bank
❤️❤️❤️@larissagloor .....te amo,red_heartred_heartred_heart@larissagloor .....te amo,redheartredheartredheartlarissagloor te amo,redheartredheartredheartlarissagloor te amo,redheartredheartredheartlarissagloor te amo,"['redheartredheartredheartlarissagloor', 'te', 'amo']","['redheartredheartredheartlarissagloor', 'te', 'amo']",redheartredheartredheartlarissagloor te amo
Vc não estava mais parecendo na minha fy 😢😢😢 te achei e não te largo mais mulher ❤️❤️❤️❤️,Vc não estava mais parecendo na minha fy crying_facecrying_facecrying_face te achei e não te largo mais mulher red_heartred_heartred_heartred_heart,c não estava mais parecendo na minha fy cryingfacecryingfacecryingface te achei e não te largo mais mulher redheartredheartredheartredheart,"C was no longer looking like my fy CryingFaceCryingCryingface, I found you and no more wives redheartredheartredheart",c was no longer looking like my fy cryingfacecryingcryingface i found you and no more wives redheartredheartredheart,"['c', 'be', 'no', 'long', 'look', 'like', 'my', 'fy', 'cryingfacecryingcryingface', 'I', 'find', 'you', 'and', 'no', 'more', 'wife', 'redheartredheartredheart']","['c', 'long', 'look', 'like', 'fy', 'cryingfacecryingcryingface', 'I', 'find', 'wife', 'redheartredheartredheart']",c long look like fy cryingfacecryingcryingface I find wife redheartredheartredheart
"@nubank , libera a conta do Governo @raffa_oliver7777","@nubank , libera a conta do Governo @raffa_oliver7777",nubank libera a conta do overno raffaoliver,Nubank releases the overno account Raffaoliver,nubank releases the overno account raffaoliver,"['nubank', 'release', 'the', 'overno', 'account', 'raffaoliver']","['nubank', 'release', 'overno', 'account', 'raffaoliver']",nubank release overno account raffaoliver
"@nubank , libera a conta do Governo @raffa_oliver7777","@nubank , libera a conta do Governo @raffa_oliver7777",nubank libera a conta do overno raffaoliver,Nubank releases the overno account Raffaoliver,nubank releases the overno account raffaoliver,"['nubank', 'release', 'the', 'overno', 'account', 'raffaoliver']","['nubank', 'release', 'overno', 'account', 'raffaoliver']",nubank release overno account raffaoliver
A risada igual 😂😂😂,A risada igual face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,risada igual facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,risada igual facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,risada igual facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,"['risada', 'igual', 'facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy']","['risada', 'igual', 'facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy']",risada igual facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
mds eu sou assim😰,mds eu sou assimanxious_face_with_sweat,mds eu sou assimanxiousfacewithsweat,mds eu sou assimanxiousfacewithsweat,mds eu sou assimanxiousfacewithsweat,"['mds', 'eu', 'sou', 'assimanxiousfacewithsweat']","['mds', 'eu', 'sou', 'assimanxiousfacewithsweat']",mds eu sou assimanxiousfacewithsweat
